location,month,year,tmax,tmin,frost days,rain mm,sun hours,tmax-n,tmin-n,frost-n,rain-n,sun-n
1,2,1990,11.7,5.3,1,92.3,94.3,0.396363636,0.464788732,0.035714286,0.52722063,0.25994513
1,3,1990,13.6,4.8,1,6.9,154.6,0.465454545,0.441314554,0.035714286,0.03782235,0.466735254
1,4,1990,14.6,4.2,3,29.7,245,0.501818182,0.41314554,0.107142857,0.168481375,0.776748971
1,5,1990,20.5,9,0,4.1,287,0.716363636,0.638497653,0,0.021776504,0.920781893
1,6,1990,19.5,10.8,0,39.5,132.5,0.68,0.723004695,0,0.224641834,0.390946502
1,7,1990,24.7,13.2,0,6.9,273.2,0.869090909,0.835680751,0,0.03782235,0.87345679
1,8,1990,26,14.7,0,26.8,249.3,0.916363636,0.906103286,0,0.151862464,0.791495199
1,9,1990,19.7,10,0,24.9,173.4,0.687272727,0.685446009,0,0.140974212,0.531207133
1,10,1990,16.9,9.6,0,49.7,122.5,0.585454545,0.666666667,0,0.283094556,0.356652949
1,11,1990,10.7,5.1,0,22.1,70,0.36,0.455399061,0,0.124928367,0.176611797
1,12,1990,7.6,2.5,7,51.4,47.8,0.247272727,0.333333333,0.25,0.292836676,0.10048011
1,1,1991,7.3,1.8,3,69.7,68.4,0.236363636,0.300469484,0.107142857,0.397707736,0.171124829
1,2,1991,5.4,-1.3,16,34.7,48.5,0.167272727,0.154929577,0.571428571,0.19713467,0.102880658
1,3,1991,12.5,5.3,2,25.9,102.7,0.425454545,0.464788732,0.071428571,0.146704871,0.288751715
1,4,1991,13.1,4.8,2,52.8,158.5,0.447272727,0.441314554,0.071428571,0.300859599,0.480109739
1,5,1991,15.7,7.7,0,9.1,138.7,0.541818182,0.577464789,0,0.050429799,0.412208505
1,6,1991,17.8,9.7,0,88.6,135,0.618181818,0.671361502,0,0.506017192,0.39951989
1,7,1991,23.2,14.4,0,92.9,218.6,0.814545455,0.892018779,0,0.530659026,0.686213992
1,8,1991,24.1,14.4,0,26,241.7,0.847272727,0.892018779,0,0.147277937,0.765432099
1,9,1991,21.4,11.5,0,43.7,183,0.749090909,0.755868545,0,0.248710602,0.564128944
1,10,1991,14.6,7.6,0,18.5,87.1,0.501818182,0.572769953,0,0.104297994,0.235253772
1,11,1991,10.6,4.2,5,59.3,59.2,0.356363636,0.41314554,0.178571429,0.338108883,0.13957476
1,12,1991,8.3,1.7,12,12,60.7,0.272727273,0.295774648,0.428571429,0.067048711,0.144718793
1,1,1992,7.5,2,11,12.6,56,0.243636364,0.309859155,0.392857143,0.070487106,0.128600823
1,2,1992,9.5,2.3,8,17.7,50.3,0.316363636,0.323943662,0.285714286,0.099713467,0.109053498
1,3,1992,11.8,4.9,0,38.5,61.8,0.4,0.44600939,0,0.218911175,0.148491084
1,4,1992,14,5.6,1,57.1,129.7,0.48,0.478873239,0.035714286,0.325501433,0.381344307
1,5,1992,21,10.2,0,94.5,271.9,0.734545455,0.694835681,0,0.53982808,0.868998628
1,6,1992,22.5,12.3,0,22.5,213.7,0.789090909,0.79342723,0,0.12722063,0.669410151
1,7,1992,22.5,14.2,0,62.3,158.6,0.789090909,0.882629108,0,0.35530086,0.480452675
1,8,1992,21.7,13.6,0,84.7,149.2,0.76,0.854460094,0,0.483667622,0.448216735
1,9,1992,18.9,11,0,77.3,127.5,0.658181818,0.732394366,0,0.441260745,0.373799726
1,10,1992,12.5,5.3,3,59.4,112.6,0.425454545,0.464788732,0.107142857,0.338681948,0.322702332
1,11,1992,12,4.8,2,86.9,61.6,0.407272727,0.441314554,0.071428571,0.496275072,0.147805213
1,12,1992,7.8,1.6,12,35.9,49.1,0.254545455,0.291079812,0.428571429,0.204011461,0.104938272
1,1,1993,10.3,3.5,4,63.1,37.8,0.345454545,0.38028169,0.142857143,0.359885387,0.066186557
1,2,1993,7.2,2.5,2,2.4,51,0.232727273,0.333333333,0.071428571,0.012034384,0.111454047
1,3,1993,11.8,3.3,4,16,128.4,0.4,0.370892019,0.142857143,0.089971347,0.376886145
1,4,1993,14.6,6.8,0,75.3,126.9,0.501818182,0.535211268,0,0.429799427,0.371742112
1,5,1993,18,8.8,0,31.8,176.6,0.625454545,0.629107981,0,0.180515759,0.54218107
1,6,1993,21.8,12.2,0,43.9,224.2,0.763636364,0.788732394,0,0.249856734,0.705418381
1,7,1993,21.6,12.6,0,35,174.6,0.756363636,0.807511737,0,0.198853868,0.535322359
1,8,1993,21.6,11.7,0,23.8,219.4,0.756363636,0.765258216,0,0.134670487,0.688957476
1,9,1993,17.5,9.8,0,96.3,104.5,0.607272727,0.676056338,0,0.550143266,0.294924554
1,10,1993,13,7,1,123,117,0.443636364,0.544600939,0.035714286,0.703151862,0.337791495
1,11,1993,8.8,2.4,11,29.5,71.3,0.290909091,0.328638498,0.392857143,0.167335244,0.181069959
1,12,1993,9.2,3.6,3,73.8,52.4,0.305454545,0.384976526,0.107142857,0.421203438,0.116255144
1,1,1994,9.3,2.8,6,80,73.4,0.309090909,0.34741784,0.214285714,0.456733524,0.188271605
1,2,1994,7.7,1.2,8,42.6,72,0.250909091,0.272300469,0.285714286,0.242406877,0.183470508
1,3,1994,12.3,5.1,1,40,126.4,0.418181818,0.455399061,0.035714286,0.227507163,0.370027435
1,4,1994,13.3,5.1,1,52.8,175,0.454545455,0.455399061,0.035714286,0.300859599,0.536694102
1,5,1994,16,8.2,0,80.6,158.3,0.552727273,0.600938967,0,0.46017192,0.479423868
1,6,1994,21.5,11.2,0,17,265,0.752727273,0.741784038,0,0.095702006,0.845336077
1,7,1994,26.2,15.2,0,16.9,267.1,0.923636364,0.929577465,0,0.09512894,0.852537723
1,8,1994,23,13.8,0,32.2,180.9,0.807272727,0.863849765,0,0.182808023,0.556927298
1,9,1994,17.8,10.8,0,86.3,109.7,0.618181818,0.723004695,0,0.492836676,0.312757202
1,10,1994,15.4,7.7,0,76,141,0.530909091,0.577464789,0,0.433810888,0.420096022
1,11,1994,13.6,8.4,0,43.1,42.7,0.465454545,0.610328638,0,0.245272206,0.082990398
1,12,1994,10.7,4,6,63.3,60.8,0.36,0.403755869,0.214285714,0.361031519,0.145061728
1,1,1995,8.9,2.2,6,113.7,59.6,0.294545455,0.319248826,0.214285714,0.649856734,0.140946502
1,2,1995,10.7,4.4,1,71.9,70.9,0.36,0.422535211,0.035714286,0.410315186,0.179698217
1,3,1995,11.2,2,7,49.5,194.5,0.378181818,0.309859155,0.25,0.281948424,0.603566529
1,4,1995,15,6.1,3,16.9,199.5,0.516363636,0.502347418,0.107142857,0.09512894,0.620713306
1,5,1995,19,8.2,0,30,234.4,0.661818182,0.600938967,0,0.170200573,0.740397805
1,6,1995,20.7,10.8,0,11.1,187.7,0.723636364,0.723004695,0,0.061891117,0.580246914
1,7,1995,26.3,15.2,0,20.3,247.1,0.927272727,0.929577465,0,0.114613181,0.783950617
1,8,1995,27,15.6,0,0.3,295.3,0.952727273,0.948356808,0,0,0.949245542
1,9,1995,19.2,10.7,0,95,142.4,0.669090909,0.718309859,0,0.54269341,0.424897119
1,10,1995,18.3,10.2,0,19.2,129.9,0.636363636,0.694835681,0,0.108309456,0.382030178
1,11,1995,12,5.1,4,28.5,76.2,0.407272727,0.455399061,0.142857143,0.161604585,0.1978738
1,12,1995,5.8,1,13,82.8,44.7,0.181818182,0.262910798,0.464285714,0.47277937,0.089849108
1,1,1996,7.2,3.1,5,41.5,25.3,0.232727273,0.361502347,0.178571429,0.236103152,0.023319616
1,2,1996,6.8,0.1,17,49,100.3,0.218181818,0.220657277,0.607142857,0.279083095,0.280521262
1,3,1996,8.6,2.1,9,31.4,75.9,0.283636364,0.314553991,0.321428571,0.178223496,0.196844993
1,4,1996,14.3,5.5,3,25,147.5,0.490909091,0.474178404,0.107142857,0.141547278,0.442386831
1,5,1996,15.1,5.9,0,25.8,182.6,0.52,0.492957746,0,0.146131805,0.562757202
1,6,1996,22.8,11.3,0,12,282.7,0.8,0.746478873,0,0.067048711,0.906035665
1,7,1996,24.2,13.2,0,28.8,233.7,0.850909091,0.835680751,0,0.163323782,0.737997257
1,8,1996,23.1,13.4,0,45.8,217.6,0.810909091,0.845070423,0,0.260744986,0.682784636
1,9,1996,19.2,10.7,0,22,142,0.669090909,0.718309859,0,0.124355301,0.423525377
1,10,1996,16.6,8.9,0,35.4,142.3,0.574545455,0.633802817,0,0.201146132,0.424554184
1,11,1996,10.5,2.7,9,91,107.5,0.352727273,0.342723005,0.321428571,0.519770774,0.30521262
1,12,1996,6.2,1.4,11,13,57.6,0.196363636,0.281690141,0.392857143,0.07277937,0.134087791
1,1,1997,5.5,0.2,13,10.3,59.3,0.170909091,0.225352113,0.464285714,0.05730659,0.139917695
1,2,1997,10.8,4,4,55.1,58.1,0.363636364,0.403755869,0.142857143,0.314040115,0.135802469
1,3,1997,13.8,5.3,0,11.4,151,0.472727273,0.464788732,0,0.063610315,0.454389575
1,4,1997,15.6,5.4,1,9.8,218.5,0.538181818,0.469483568,0.035714286,0.054441261,0.685871056
1,5,1997,18.7,8.5,1,28.2,259.2,0.650909091,0.615023474,0.035714286,0.159885387,0.825445816
1,6,1997,20.2,12.2,0,78.6,151.6,0.705454545,0.788732394,0,0.448710602,0.456447188
1,7,1997,23.5,13.9,0,34.6,241.1,0.825454545,0.868544601,0,0.196561605,0.763374486
1,8,1997,25.8,16.6,0,70.5,194.2,0.909090909,0.995305164,0,0.402292264,0.602537723
1,9,1997,20.9,11.8,0,6.8,190.3,0.730909091,0.769953052,0,0.037249284,0.589163237
1,10,1997,15.9,7.5,3,44.9,166,0.549090909,0.568075117,0.107142857,0.255587393,0.505829904
1,11,1997,12.5,6.2,2,47.1,67.3,0.425454545,0.507042254,0.071428571,0.268194842,0.167352538
1,12,1997,9.5,4.2,4,47.4,48,0.316363636,0.41314554,0.142857143,0.26991404,0.101165981
1,1,1998,9.2,3.5,3,68.6,65.2,0.305454545,0.38028169,0.107142857,0.391404011,0.160150892
1,2,1998,11.6,3.5,5,6.6,113.1,0.392727273,0.38028169,0.178571429,0.036103152,0.32441701
1,3,1998,12.1,5.7,1,51.1,84.9,0.410909091,0.483568075,0.035714286,0.291117479,0.227709191
1,4,1998,12.7,5.7,0,82.6,115.4,0.432727273,0.483568075,0,0.471633238,0.332304527
1,5,1998,19.6,10.2,0,31.9,228.2,0.683636364,0.694835681,0,0.181088825,0.719135802
1,6,1998,19.9,12,0,89.6,158.4,0.694545455,0.779342723,0,0.511747851,0.479766804
1,7,1998,21.4,13,0,26.9,184.3,0.749090909,0.82629108,0,0.15243553,0.568587106
1,8,1998,23.5,12.7,0,16.6,262.6,0.825454545,0.812206573,0,0.093409742,0.837105624
1,9,1998,20.4,12.7,0,101.2,149.1,0.712727273,0.812206573,0,0.578223496,0.4478738
1,10,1998,14.7,8.6,0,103.8,96.7,0.505454545,0.61971831,0,0.593123209,0.268175583
1,11,1998,9.6,3.4,4,57,78.5,0.32,0.375586854,0.142857143,0.324928367,0.205761317
1,12,1998,9.7,3.8,7,49.2,42.4,0.323636364,0.394366197,0.25,0.280229226,0.081961591
1,1,1999,9.4,3.8,3,68.7,53.7,0.312727273,0.394366197,0.107142857,0.391977077,0.120713306
1,2,1999,8.8,2.8,7,21.1,90.1,0.290909091,0.34741784,0.25,0.119197708,0.245541838
1,3,1999,12.2,5,2,25.6,122.5,0.414545455,0.450704225,0.071428571,0.144985673,0.356652949
1,4,1999,14.9,6.3,1,35,167.8,0.512727273,0.511737089,0.035714286,0.198853868,0.512002743
1,5,1999,19.1,10.2,0,35.8,184.9,0.665454545,0.694835681,0,0.203438395,0.570644719
1,6,1999,20.3,11,0,98.2,239.1,0.709090909,0.732394366,0,0.561031519,0.756515775
1,7,1999,24.9,14.3,0,8.6,275.9,0.876363636,0.887323944,0,0.04756447,0.882716049
1,8,1999,22.8,14,0,124.8,199.8,0.8,0.873239437,0,0.713467049,0.621742112
1,9,1999,21.3,13.2,0,86.7,165,0.745454545,0.835680751,0,0.49512894,0.502400549
1,10,1999,15.6,7.9,0,49.2,160.5,0.538181818,0.58685446,0,0.280229226,0.48696845
1,11,1999,11.3,5.9,0,31.2,79,0.381818182,0.492957746,0,0.177077364,0.207475995
1,12,1999,8.7,2.4,7,77.2,75.3,0.287272727,0.328638498,0.25,0.440687679,0.19478738
1,1,2000,8.6,2.4,7,16.5,78.6,0.283636364,0.328638498,0.25,0.092836676,0.206104252
1,2,2000,10.4,3.8,5,62.2,102.5,0.349090909,0.394366197,0.178571429,0.354727794,0.288065844
1,3,2000,12.1,4.9,1,16,120.4,0.410909091,0.44600939,0.035714286,0.089971347,0.349451303
1,4,2000,12.9,5.4,0,99.6,135.8,0.44,0.469483568,0,0.569054441,0.402263374
1,5,2000,18,9.6,0,87.2,202.9,0.625454545,0.666666667,0,0.497994269,0.632373114
1,6,2000,21,12.8,0,19.2,169.5,0.734545455,0.816901408,0,0.108309456,0.517832647
1,7,2000,21,12.8,0,52.8,174.7,0.734545455,0.816901408,0,0.300859599,0.535665295
1,8,2000,23.2,14,0,32.3,211.4,0.814545455,0.873239437,0,0.183381089,0.661522634
1,9,2000,20.1,12.5,0,105.8,132.1,0.701818182,0.802816901,0,0.604584527,0.38957476
1,10,2000,14.7,8.5,0,155.4,98,0.505454545,0.615023474,0,0.888825215,0.272633745
1,11,2000,11,4.5,1,99.5,74.9,0.370909091,0.427230047,0.035714286,0.568481375,0.193415638
1,12,2000,9,4.6,5,73.9,50,0.298181818,0.431924883,0.178571429,0.421776504,0.108024691
1,1,2001,7.1,1.8,9,75.2,87,0.229090909,0.300469484,0.321428571,0.429226361,0.234910837
1,2,2001,9.2,2.8,5,69.6,92.3,0.305454545,0.34741784,0.178571429,0.39713467,0.25308642
1,3,2001,9.5,3.8,3,95.3,78.2,0.316363636,0.394366197,0.107142857,0.544412607,0.20473251
1,4,2001,12.8,5.4,0,66.5,138.5,0.436363636,0.469483568,0,0.379369628,0.411522634
1,5,2001,18.8,9.1,0,26,228,0.654545455,0.643192488,0,0.147277937,0.718449931
1,6,2001,20.8,11.3,0,39.1,248,0.727272727,0.746478873,0,0.22234957,0.787037037
1,7,2001,24.3,14.5,0,35.2,229.1,0.854545455,0.896713615,0,0.2,0.722222222
1,8,2001,23.5,14.5,0,79,210.9,0.825454545,0.896713615,0,0.451002865,0.659807956
1,9,2001,18.1,10.8,0,59.6,143.3,0.629090909,0.723004695,0,0.33982808,0.427983539
1,10,2001,17.6,11.3,0,108.2,109.9,0.610909091,0.746478873,0,0.618338109,0.313443073
1,11,2001,11.3,4.4,3,33.8,88.3,0.381818182,0.422535211,0.107142857,0.191977077,0.239368999
1,12,2001,7.3,1.4,11,17.8,93.3,0.236363636,0.281690141,0.392857143,0.100286533,0.256515775
1,1,2002,9.5,3.5,6,51,53.4,0.316363636,0.38028169,0.214285714,0.290544413,0.119684499
1,2,2002,11.3,4.8,2,64,91.4,0.381818182,0.441314554,0.071428571,0.36504298,0.25
1,3,2002,12.4,5.1,2,37.6,111.3,0.421818182,0.455399061,0.071428571,0.213753582,0.31824417
1,4,2002,15.7,6.1,0,38.4,220.5,0.541818182,0.502347418,0,0.218338109,0.692729767
1,5,2002,17.3,9.4,0,66.4,192.2,0.6,0.657276995,0,0.378796562,0.595679012
1,6,2002,20.1,11.6,0,74.2,191.5,0.701818182,0.76056338,0,0.423495702,0.593278464
1,7,2002,22.3,13.5,0,67.2,193.9,0.781818182,0.849765258,0,0.383381089,0.601508916
1,8,2002,23.3,14.7,0,36.3,190.4,0.818181818,0.906103286,0,0.206303725,0.589506173
1,9,2002,20.3,11.5,0,20,178.2,0.709090909,0.755868545,0,0.112893983,0.547668038
1,10,2002,15.3,8.4,0,61.6,109.2,0.527272727,0.610328638,0,0.351289398,0.311042524
1,11,2002,12.4,7,0,151,66.1,0.421818182,0.544600939,0,0.863610315,0.163237311
1,12,2002,9,5.2,0,119,34.1,0.298181818,0.460093897,0,0.680229226,0.053497942
1,1,2003,8,2.3,10,73.6,93.6,0.261818182,0.323943662,0.357142857,0.420057307,0.257544582
1,2,2003,8.4,1.8,10,20.8,101.2,0.276363636,0.300469484,0.357142857,0.11747851,0.283607682
1,3,2003,13.6,4.4,0,16.4,176.9,0.465454545,0.422535211,0,0.09226361,0.543209877
1,4,2003,15.7,6.3,3,30,198,0.541818182,0.511737089,0.107142857,0.170200573,0.615569273
1,5,2003,18.2,9,0,39.1,205.5,0.632727273,0.638497653,0,0.22234957,0.641289438
1,6,2003,23.3,13.3,0,47.6,245.5,0.818181818,0.840375587,0,0.271060172,0.778463649
1,7,2003,24.2,14.7,0,28.8,213.9,0.850909091,0.906103286,0,0.163323782,0.670096022
1,8,2003,26.4,15.7,0,10.4,255.3,0.930909091,0.953051643,0,0.057879656,0.812071331
1,9,2003,21.9,10.8,0,8.4,206.7,0.767272727,0.723004695,0,0.046418338,0.645404664
1,10,2003,14.5,6.4,0,35.2,160.7,0.498181818,0.516431925,0,0.2,0.487654321
1,11,2003,12.6,6.7,1,113.8,88.2,0.429090909,0.530516432,0.035714286,0.650429799,0.239026063
1,12,2003,8.8,3.2,3,51.4,58,0.290909091,0.366197183,0.107142857,0.292836676,0.135459534
1,1,2004,8.8,3.1,8,71.9,64,0.290909091,0.361502347,0.285714286,0.410315186,0.156035665
1,2,2004,8.7,3.8,7,26.2,65.3,0.287272727,0.394366197,0.25,0.148424069,0.160493827
1,3,2004,10.8,3.9,3,29.5,102.7,0.363636364,0.399061033,0.107142857,0.167335244,0.288751715
1,4,2004,14.9,6.3,0,68.8,155,0.512727273,0.511737089,0,0.392550143,0.468106996
1,5,2004,18.2,9.5,0,45,208.2,0.632727273,0.661971831,0,0.256160458,0.650548697
1,6,2004,22.1,12.6,0,40.4,236,0.774545455,0.807511737,0,0.229799427,0.745884774
1,7,2004,22.7,13.3,0,37.6,201.5,0.796363636,0.840375587,0,0.213753582,0.627572016
1,8,2004,23.8,15.1,0,107.8,213.3,0.836363636,0.924882629,0,0.616045845,0.668038409
1,9,2004,20.8,12.5,0,18.8,182.7,0.727272727,0.802816901,0,0.106017192,0.563100137
1,10,2004,15.3,9.1,0,96.6,101.2,0.527272727,0.643192488,0,0.551862464,0.283607682
1,11,2004,11.2,6.2,2,29.6,60.8,0.378181818,0.507042254,0.071428571,0.167908309,0.145061728
1,12,2004,8.8,2.9,5,46.4,48.2,0.290909091,0.352112676,0.178571429,0.264183381,0.101851852
1,1,2005,9.5,3.8,1,21.6,72.1,0.316363636,0.394366197,0.035714286,0.122063037,0.183813443
1,2,2005,7.3,2.5,7,19.7,62.4,0.236363636,0.333333333,0.25,0.111174785,0.150548697
1,3,2005,11.5,4.5,7,43.6,96.7,0.389090909,0.427230047,0.25,0.248137536,0.268175583
1,4,2005,14.6,6.2,1,30,153,0.501818182,0.507042254,0.035714286,0.170200573,0.461248285
1,5,2005,17.7,8.5,0,19.8,228.3,0.614545455,0.615023474,0,0.111747851,0.719478738
1,6,2005,22.8,12.9,0,32.6,219.3,0.8,0.821596244,0,0.185100287,0.68861454
1,7,2005,23.3,14.1,0,45.8,202.5,0.818181818,0.877934272,0,0.260744986,0.631001372
1,8,2005,23.2,13,0,42.4,250.4,0.814545455,0.82629108,0,0.241260745,0.79526749
1,9,2005,21.4,12.7,0,47.5,143.9,0.749090909,0.812206573,0,0.270487106,0.430041152
1,10,2005,17.8,11.3,0,73.4,89.9,0.618181818,0.746478873,0,0.418911175,0.244855967
1,11,2005,10.7,3.5,8,29.2,93.3,0.36,0.38028169,0.285714286,0.165616046,0.256515775
1,12,2005,8.2,1.9,8,44.4,65.7,0.269090909,0.305164319,0.285714286,0.252722063,0.161865569
1,1,2006,7.6,2.9,6,16.8,51.4,0.247272727,0.352112676,0.214285714,0.094555874,0.112825789
1,2,2006,7.2,1.7,5,41.2,62.9,0.232727273,0.295774648,0.178571429,0.234383954,0.152263374
1,3,2006,9.4,2.8,10,44.6,91.2,0.312727273,0.34741784,0.357142857,0.253868195,0.249314129
1,4,2006,14.1,6,0,33.4,132.3,0.483636364,0.497652582,0,0.189684814,0.390260631
1,5,2006,18,9.8,0,91.6,128.2,0.625454545,0.676056338,0,0.523209169,0.376200274
1,6,2006,23.7,12.9,0,11.8,225.3,0.832727273,0.821596244,0,0.065902579,0.709190672
1,7,2006,28.2,16.7,0,23.6,266.4,0.996363636,1,0,0.133524355,0.850137174
1,8,2006,22.2,13.5,0,68.8,140.2,0.778181818,0.849765258,0,0.392550143,0.417352538
1,9,2006,22.7,14.5,0,78.2,153.9,0.796363636,0.896713615,0,0.446418338,0.464334705
1,10,2006,17.8,11.2,0,64.4,106.3,0.618181818,0.741784038,0,0.367335244,0.301097394
1,11,2006,12.7,5.4,2,98,97,0.432727273,0.469483568,0.071428571,0.559885387,0.26920439
1,12,2006,9.7,4.5,5,63.6,41.2,0.323636364,0.427230047,0.178571429,0.362750716,0.077846365
1,1,2007,10.5,5.1,2,56,56.6,0.352727273,0.455399061,0.071428571,0.319197708,0.130658436
1,2,2007,9.9,3.9,5,92.9,59.3,0.330909091,0.399061033,0.178571429,0.530659026,0.139917695
1,3,2007,12.5,4.4,2,43.8,164.7,0.425454545,0.422535211,0.071428571,0.249283668,0.501371742
1,4,2007,18.9,7.7,0,3.6,224.6,0.658181818,0.577464789,0,0.018911175,0.706790123
1,5,2007,17.9,9.7,0,80,149.6,0.621818182,0.671361502,0,0.456733524,0.449588477
1,6,2007,21.2,12.6,0,63.8,139.7,0.741818182,0.807511737,0,0.363896848,0.41563786
1,7,2007,21.4,13.1,0,115.2,159.9,0.749090909,0.830985915,0,0.658452722,0.484910837
1,8,2007,21.5,12.9,0,41,192.6,0.752727273,0.821596244,0,0.233237822,0.597050754
1,9,2007,19.9,11.4,0,17.4,141.1,0.694545455,0.751173709,0,0.097994269,0.420438957
1,10,2007,15.4,8.5,0,37.8,98.4,0.530909091,0.615023474,0,0.214899713,0.274005487
1,11,2007,11.4,4.6,3,84.8,81.3,0.385454545,0.431924883,0.107142857,0.484240688,0.215363512
1,12,2007,8.9,3.1,9,44.6,61.4,0.294545455,0.361502347,0.321428571,0.253868195,0.147119342
1,1,2008,10.4,4.7,0,69,60.2,0.349090909,0.436619718,0,0.393696275,0.143004115
1,2,2008,11,2,7,15.4,130,0.370909091,0.309859155,0.25,0.086532951,0.382373114
1,3,2008,10.6,3.7,2,69.8,85.7,0.356363636,0.389671362,0.071428571,0.398280802,0.230452675
1,4,2008,13.7,5.2,2,63.4,140.3,0.469090909,0.460093897,0.071428571,0.361604585,0.417695473
1,5,2008,19.8,10.5,0,64.2,162.6,0.690909091,0.708920188,0,0.366189112,0.494170096
1,6,2008,20.8,11.9,0,45.6,201.9,0.727272727,0.774647887,0,0.259598854,0.628943759
1,7,2008,22.8,13.7,0,76.8,172.5,0.8,0.85915493,0,0.438395415,0.528120713
1,8,2008,21.5,14.2,0,64.4,104.3,0.752727273,0.882629108,0,0.367335244,0.294238683
1,9,2008,18.5,11.2,0,43,110.7,0.643636364,0.741784038,0,0.24469914,0.316186557
1,10,2008,15,6.8,1,45,134.4,0.516363636,0.535211268,0.035714286,0.256160458,0.397462277
1,11,2008,10.7,5.2,2,58.8,42.2,0.36,0.460093897,0.071428571,0.335243553,0.08127572
1,12,2008,7.3,1.7,11,41.2,65.1,0.236363636,0.295774648,0.392857143,0.234383954,0.159807956
1,1,2009,6.8,0.3,13,72.4,63.2,0.218181818,0.230046948,0.464285714,0.413180516,0.153292181
1,2,2009,7.8,2.1,10,69.6,59.2,0.254545455,0.314553991,0.357142857,0.39713467,0.13957476
1,3,2009,12.9,3.7,2,30,158.5,0.44,0.389671362,0.071428571,0.170200573,0.480109739
1,4,2009,16.1,7.2,0,28,172.8,0.556363636,0.55399061,0,0.158739255,0.52914952
1,5,2009,19.1,9.4,0,29.8,193.9,0.665454545,0.657276995,0,0.169054441,0.601508916
1,6,2009,22.4,12.2,0,34,192.8,0.785454545,0.788732394,0,0.193123209,0.597736626
1,7,2009,23,13.7,0,71.4,155.8,0.807272727,0.85915493,0,0.407449857,0.47085048
1,8,2009,23.9,14.1,0,39.6,167.6,0.84,0.877934272,0,0.2252149,0.511316872
1,9,2009,20.5,12,0,36,137.3,0.716363636,0.779342723,0,0.204584527,0.407407407
1,10,2009,16.3,9.3,0,39.4,84.7,0.563636364,0.65258216,0,0.224068768,0.22702332
1,11,2009,12.6,7.4,0,148,62.4,0.429090909,0.563380282,0,0.846418338,0.150548697
1,12,2009,7,1.3,12,84.6,60.3,0.225454545,0.276995305,0.428571429,0.483094556,0.143347051
1,1,2010,4.5,-0.3,15,51.8,51.3,0.134545455,0.201877934,0.535714286,0.29512894,0.112482853
1,2,2010,6.9,1.7,8,100.4,46.7,0.221818182,0.295774648,0.285714286,0.573638968,0.096707819
1,3,2010,11.1,3.7,4,39.8,106.4,0.374545455,0.389671362,0.142857143,0.226361032,0.301440329
1,4,2010,15.8,5.6,0,23.2,201.7,0.545454545,0.478873239,0,0.131232092,0.628257888
1,5,2010,17.3,7.7,0,20.6,170.4,0.6,0.577464789,0,0.116332378,0.520919067
1,6,2010,23.5,12.1,0,12.4,220.1,0.825454545,0.784037559,0,0.069340974,0.691358025
1,7,2010,25,15.1,0,18,161.8,0.88,0.924882629,0,0.101432665,0.491426612
1,8,2010,21.6,13.2,0,88.6,110.9,0.756363636,0.835680751,0,0.506017192,0.316872428
1,9,2010,19.4,11.2,0,38.2,128.7,0.676363636,0.741784038,0,0.217191977,0.377914952
1,10,2010,15.2,8.3,1,74.8,104,0.523636364,0.605633803,0.035714286,0.426934097,0.293209877
1,11,2010,9.1,4,7,32.2,50,0.301818182,0.403755869,0.25,0.182808023,0.108024691
1,12,2010,3.9,-1.5,21,21.4,18.5,0.112727273,0.145539906,0.75,0.120916905,0
1,1,2011,7.4,2.8,8,76.8,35.6,0.24,0.34741784,0.285714286,0.438395415,0.058641975
1,2,2011,10.2,4.8,1,42.8,36.2,0.341818182,0.441314554,0.035714286,0.243553009,0.060699588
1,3,2011,12.3,3.8,4,14.6,126.4,0.418181818,0.394366197,0.142857143,0.081948424,0.370027435
1,4,2011,19.7,8.6,0,2.4,218,0.687272727,0.61971831,0,0.012034384,0.684156379
1,5,2011,19.4,9.4,0,24.6,218,0.676363636,0.657276995,0,0.139255014,0.684156379
1,6,2011,20.7,11,0,84,173.5,0.723636364,0.732394366,0,0.47965616,0.531550069
1,7,2011,21.7,12.6,0,49.8,173.6,0.76,0.807511737,0,0.283667622,0.531893004
1,8,2011,21.8,13.4,0,68.8,144.1,0.763636364,0.845070423,0,0.392550143,0.430727023
1,9,2011,21.3,12.4,0,35,161.2,0.745454545,0.798122066,0,0.198853868,0.489368999
1,10,2011,18.1,10.1,0,18.4,140.4,0.629090909,0.690140845,0,0.103724928,0.418038409
1,11,2011,13.6,7.3,0,29,52.5,0.465454545,0.558685446,0,0.164469914,0.11659808
1,12,2011,9.9,3.8,4,63,60.6,0.330909091,0.394366197,0.142857143,0.359312321,0.144375857
1,1,2012,9.8,3.4,7,34.4,68.5,0.327272727,0.375586854,0.25,0.195415473,0.171467764
1,2,2012,8,1.3,12,16.8,84.9,0.261818182,0.276995305,0.428571429,0.094555874,0.227709191
1,3,2012,14.7,4.7,0,16.2,180.3,0.505454545,0.436619718,0,0.091117479,0.554869684
1,4,2012,13.3,4.9,1,98.4,141.7,0.454545455,0.44600939,0.035714286,0.56217765,0.422496571
1,5,2012,18.2,9.7,0,25.4,166.6,0.632727273,0.671361502,0,0.143839542,0.507887517
1,6,2012,19.4,11.6,0,110.8,118.5,0.676363636,0.76056338,0,0.633237822,0.342935528
1,7,2012,21.3,13.2,0,71.8,161.6,0.745454545,0.835680751,0,0.40974212,0.490740741
1,8,2012,23.5,14.3,0,36.4,182.6,0.825454545,0.887323944,0,0.206876791,0.562757202
