010110022,2.75992E-05,0,2.00988E-05,0,0,2.13125E-05,0.999930989,0,0
011202212,0.866153138,0,0,0,0.133846862,0,0,0,0
212212100,0,0,0,0,0,0,0,0.993971355,0.006028645
011000022,0.763696056,0,0,4.12892E-05,0.000525569,0.000650389,0.235086697,0,0
221012211,0,0,0,1,0,0,0,0,0
122012100,0,0,0,0.741804299,0,0,0,0.000467895,0.257727806
010000212,4.14366E-05,0,1.58938E-05,1.10939E-05,0.999917767,1.38089E-05,0,0,0
211201000,0,0,0,0,0.00158139,0,0.998265579,1.22796E-05,0.000140752
000021020,0.000783546,0.961279191,0.00040328,0.035928414,0.000324128,7.19526E-06,0.00082306,6.88762E-07,0.000450496
012221112,1,0,0,0,0,0,0,0,0
010112220,0.049741475,0,1.90144E-05,0,0,0,0,0,0.950239511
122000102,0,0,0,0.998816415,0.000859195,1.33206E-05,0,0.000311069,0
202012110,0,0.881210416,0,4.26479E-05,0,0,0,0,0.118746936
212011220,0,0,0,0.995048842,0,0,0,0,0.004951158
120112212,0,0,1,0,0,0,0,0,0
221120211,0,0,0,0,0,1,0,0,0
212112200,0,0,0,0,0,0,0,0.999552351,0.000447649
200112210,0,0.999903976,1.18769E-05,0,0,0,0,0,8.41474E-05
221120101,0,0,0,0,0,0.001240588,0,0.998759412,0
020110021,0.999288944,0,0.000181082,0,0,0.000271655,0.000258318,0,0
211201012,0,0,0,0,0.412776575,0,0.587223425,0,0
210000002,0,0,0.999328659,9.64539E-05,0.000110022,9.18539E-05,8.69066E-05,0.000286105,0
020102100,0.999879446,0,8.54396E-06,0,9.52893E-05,0,0,3.39997E-06,1.33206E-05
212002010,0,0,0,0.000282001,0.999651512,0,1.00416E-05,0,5.64453E-05
211022121,0,0,0,1,0,0,0,0,0
112120021,0,0,0,0,0,0.013932475,0.986067525,0,0
002220110,0.048872889,1.125E-05,0,0.000436913,0,0.808072327,0,2.2695E-05,0.142583927
011020002,0.995225131,0,0,5.14786E-05,0,0.000667695,0.002496863,0.001558834,0
110202212,0,0,0.874014209,0,0.125985791,0,0,0,0
010211020,0.021285497,3.61611E-06,0.000336579,0.000111862,0,0.117024901,0.062109942,0.468396267,0.330731335
